baseStoryId,baseStoryTitle,contentWorld,contentLabel,sourceSensitivityTier,primaryValue,supportingValue,carryingWordSeed,ageBandCoverage,plannedExperienceCount,sourceSummary,parentSourceNote,authenticityRisk,ritualPotential,parentMirrorPotential,bedtimePotential,releasePhase,releasePriority,reviewStatus,notes
"BSI-0268","panchatantra niti story seed 18","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","friendship","discipline","friendship","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","medium","later_phase","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0269","panchatantra niti story seed 19","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","generosity","service","generosity","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","private_alpha","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0270","panchatantra niti story seed 20","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","focus","wisdom","focus","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","high","high","public_beta","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0271","panchatantra niti story seed 21","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","forgiveness","humility","forgiveness","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","medium","later_phase","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0272","panchatantra niti story seed 22","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","discipline","compassion","discipline","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","private_alpha","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0273","panchatantra niti story seed 23","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","compassion","discipline","compassion","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","public_beta","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0274","panchatantra niti story seed 24","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","respect","service","respect","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","high","medium","later_phase","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0275","panchatantra niti story seed 25","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","curiosity","wisdom","curiosity","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","high","private_alpha","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0276","panchatantra niti story seed 26","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","responsibility","humility","responsibility","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","public_beta","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0277","panchatantra niti story seed 27","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","calm","compassion","calm","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","medium","later_phase","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0278","panchatantra niti story seed 28","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","self-control","discipline","self-control","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","high","medium","private_alpha","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0279","panchatantra niti story seed 29","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","wisdom","service","wisdom","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","public_beta","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0280","panchatantra niti story seed 30","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","service","wisdom","service","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","high","later_phase","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0281","panchatantra niti story seed 31","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","kindness","humility","kindness","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","private_alpha","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0282","panchatantra niti story seed 32","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","courage","compassion","courage","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","high","medium","public_beta","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
